Cocunut;AGE;YEARS_WITH_BANK;MARTIAL_STATUS;EDUCATION;EMPLOYMENT;GENDER;CUST_INCOME;CURRENT_ADDRESS_DATE;CURRENT_JOB_DATE;CURRENT_WITH_BANK_DATE;CURRENT_BALANCE_EUR;MORTGAGE_PRED;MORTGAGE_PROB
80232;67;10;M;BCR;RET;F;307,8529231;1987-09-01;9999-10-01;2006-12-19;1636,096154;N;0.9997284
80233;42;6;M;HGH;PVE;M;258,7997692;2005-07-30;2011-06-01;2010-08-19;2093,393692;N;0.99985445
80234;41;10;M;HGH;STE;M;439,5118462;2005-05-01;2009-03-25;2007-01-17;2307,692308;N;0.99816006
80235;40;9;M;BCR;STE;M;376,9230769;2014-09-01;1996-09-16;2008-03-03;474,5812308;N;0.9987091
80236;29;2;M;HGH;STE;M;343,3461538;1988-07-07;2010-05-04;2015-06-18;7692,307692;N;0.99333173
80237;62;0;M;HGH;RET;F;214,2623846;1995-03-01;2001-12-09;2016-09-21;291,3846154;N;0.9999486
80238;62;10;M;BCR;PVE;M;192,3076923;2001-09-23;2008-04-01;2006-07-07;1067,019231;N;0.999742
80239;49;11;D;HGH;STE;F;504,055;2016-01-01;2016-07-01;2005-12-29;6654,610385;N;0.99815935
80240;54;13;M;HGH;PVE;M;1427,107692;1963-07-22;2001-05-20;2003-07-12;5269,914769;N;0.9992187
80241;31;4;M;BCR;PVE;F;400,0205385;2015-01-01;2007-01-27;2012-10-23;153,7692308;N;0.99980134
80242;39;5;M;HGH;PVE;F;169,4070769;2000-02-20;2008-11-08;2011-08-25;1650,197;N;0.9996768
80243;71;4;W;BCR;RET;F;176,7516923;1953-05-09;9999-10-01;2013-01-22;2884,903846;N;0.99885
80244;38;12;M;BCR;SFE;M;567,8076923;2001-11-26;2011-06-01;2005-05-09;2307,692308;N;0.9992843
80245;30;1;M;MAS;PVE;F;452,6310769;2015-01-27;2015-04-01;2016-07-01;7692,307692;N;0.935216
80246;36;6;S;BCR;PVE;M;657,1615385;2014-09-01;2015-09-24;2010-10-19;1580,769231;N;0.9996475
80247;34;6;M;HGH;PVE;M;1063,246154;2010-10-10;2012-02-27;2010-10-13;7692,307692;N;0.984832
80248;62;11;W;HGH;STE;M;223,8664615;2013-02-01;2005-11-21;2005-11-23;2446,511385;N;0.99774975
80249;52;12;M;BCR;SFE;M;230,7692308;1970-01-01;2013-04-11;2004-12-27;2307,692308;N;0.9999323
80250;51;7;M;HGH;STE;F;230,1268462;1993-05-02;2011-03-08;2010-03-08;3082,5;N;0.999772
80251;68;10;M;BCR;RET;F;200,8036923;2013-06-01;9999-10-01;2007-05-28;3517,211538;N;0.9880527
80252;69;11;W;HGH;RET;F;240,1501538;1998-12-04;9999-10-01;2005-08-05;3280,096154;N;0.99783933
80253;33;2;M;HGH;PVE;M;281,3307692;1999-01-01;2014-02-10;2014-10-20;2307,692308;N;0.9999714
80254;29;4;M;BCR;PVE;F;242,5307692;2013-06-01;2014-10-15;2012-11-23;4615,384615;N;0.99848014
80255;68;6;W;HGH;RET;F;527,8692308;1949-03-24;9999-10-01;2011-01-18;513,75;N;0.9999275
80256;42;10;S;BCR;STE;M;387,4579231;2014-06-07;2006-09-01;2007-06-04;1000;N;0.9994661
80257;70;12;M;BCR;RET;M;520,6973846;1980-01-01;9999-10-01;2005-06-28;1659,807692;N;0.99974364
80258;68;1;M;BCR;RET;M;255,1435385;1990-01-01;9999-10-01;2016-03-11;4742,307692;N;0.99562293
80259;31;6;M;HGH;PVE;M;530,6763846;1992-01-01;2014-02-01;2011-01-28;7692,307692;N;0.9932421
80260;54;12;M;BCR;STE;F;445,9163846;1999-03-02;2002-04-25;2005-05-23;1281,084308;N;0.9993542
80261;42;9;M;BCR;PVE;M;237,1230769;1988-11-01;2007-06-15;2007-07-27;406,5966154;N;0.9985239
80262;70;12;D;HGH;RET;M;272,4759231;2012-05-01;9999-10-01;2005-02-18;790,3846154;N;0.99916196
80263;40;4;M;HGH;PVE;M;179,9846154;2008-10-01;2014-10-01;2013-03-01;3692,307692;N;0.99993014
80264;38;0;*noval*;HGH;PVE;F;162,5165385;1979-02-23;2006-09-01;2016-10-05;2307,692308;N;0.99983215
80265;51;12;M;HGH;STE;M;239,6307692;1966-11-29;2013-11-04;2004-10-09;4615,384615;N;0.9998703
80266;48;2;M;HGH;PVE;F;307,6923077;1987-01-01;2007-03-26;2014-12-06;277,1492308;N;0.99973696
80267;60;0;M;SEC;RET;F;184,6153846;1980-01-01;2001-12-24;2016-10-06;180,345;N;0.99993455
80268;67;9;M;HGH;RET;F;389,578;2002-08-01;1993-04-05;2008-01-17;3675,288462;N;0.99379784
80269;48;12;M;SEC;PVE;M;310,8510769;1999-11-17;1997-06-01;2005-04-18;2307,692308;N;0.99855214
80270;41;13;M;HGH;OTH;F;1024,551308;2004-12-07;9999-10-01;2003-09-10;5076,923077;N;0.99322575
80271;36;10;M;BCR;STE;F;488,8138462;2013-09-01;2014-08-13;2006-12-12;4615,384615;N;0.9990307
80272;26;4;S;HGH;STE;F;258,8908462;1991-10-31;2011-10-24;2012-12-26;1897,726615;N;0.9998636
80273;56;11;M;HGH;STE;M;273,5692308;2015-01-15;1989-08-09;2005-07-19;4615,384615;N;0.9914254
80274;67;10;D;BCR;RET;F;272,3944615;1992-01-01;9999-10-01;2007-04-20;987,9807692;N;0.999726
80275;53;13;M;HGH;PVE;M;177,0923077;1981-01-01;2006-04-03;2004-02-28;603,3655385;N;0.9998933
80276;34;7;M;HGH;PVE;M;254,7002308;2013-01-01;2011-01-10;2009-09-03;7493,408923;N;0.99068415
80277;33;2;S;HGH;PVE;M;306,7846154;1987-06-30;2012-10-01;2014-11-15;721,4640769;N;0.99988496
80278;43;11;M;HGH;PVE;F;397,8846154;2007-09-01;2011-11-01;2005-07-09;1687,249231;N;0.99931896
80279;44;3;M;BCR;PVE;F;407,6923077;2010-01-01;2003-12-01;2013-11-26;467,2713846;N;0.99973804
80280;38;1;M;HGH;PVE;F;467,7;1979-09-13;2015-07-01;2015-07-21;2307,692308;N;0.9999503
80281;34;7;M;HGH;PVE;M;428,5846154;2010-11-06;2006-03-06;2010-07-01;2076,923077;N;0.99844533
80282;27;5;S;HGH;PVE;M;283,8461538;2013-02-20;2014-12-01;2011-12-29;8326,009846;N;0.9708474
80283;54;11;D;BCR;STE;M;403,8461538;1996-09-01;1983-07-01;2005-08-03;245,5361538;N;0.9997173
80284;50;2;M;HGH;PVE;M;493,0061538;2005-06-01;2012-05-21;2014-10-01;4615,384615;N;0.99963427
80285;29;4;S;HGH;PVE;M;233;2001-01-01;2012-08-01;2013-06-21;4615,384615;N;0.99957925
80286;40;0;M;HGH;PVE;M;343,4930769;1977-04-09;9999-10-01;2016-10-04;2307,692308;N;0.9998919
80287;43;9;M;HGH;PVE;F;196,4066154;1993-05-01;2009-05-29;2008-01-23;2077,957;N;0.99936205
80288;68;1;M;HGH;RET;M;405,1273077;2005-02-24;9999-10-01;2015-07-13;5366,711538;N;0.9956514
80289;38;14;S;HGH;PVE;M;165,7626154;1997-09-27;2016-09-08;2003-03-07;2434,613615;N;0.99988997
80290;62;5;M;HGH;STE;F;266,6880769;1987-05-01;2014-12-01;2011-12-28;3063,507308;N;0.9997588
80291;51;2;M;HGH;PVE;F;181,4692308;2004-01-01;2004-01-01;2015-01-14;613,4954615;N;0.9998995
80292;44;14;S;BCR;PVE;F;1216,539385;1982-02-01;2003-03-10;2003-03-21;1461,538462;N;0.9996222
80293;38;4;M;HGH;PVE;M;268,0453077;1993-05-01;2013-01-01;2012-11-15;2307,692308;N;0.99994254
80294;27;0;S;HGH;PVE;M;340,5796923;2007-01-01;2014-01-15;2016-10-06;7692,307692;N;0.9460938
80295;47;9;S;HGH;SFE;F;161,3307692;1999-05-01;2008-01-01;2008-01-18;3895,381692;N;0.9973959
80296;64;0;M;HGH;RET;F;205,4821538;2000-01-01;9999-10-01;2016-10-07;855,2656923;N;0.99994314
80297;49;11;M;BCR;STE;F;278,2859231;2008-02-01;2013-09-03;2005-12-21;4615,384615;N;0.99907696
80298;44;1;M;HGH;SFE;M;171,2615385;1973-09-14;2009-08-28;2016-06-29;4615,384615;N;0.9901598
80299;50;12;M;BCR;STE;M;388,1092308;2011-01-18;2001-09-03;2004-07-28;876,4220769;N;0.9985513
80300;57;12;M;HGH;STE;F;262,6698462;2003-09-03;1995-07-01;2004-07-21;2307,692308;N;0.9989355
80301;43;4;S;HGH;PVE;F;398,1461538;2011-05-01;2011-02-22;2013-01-31;553,2692308;N;0.9998952
80302;64;12;M;HGH;RET;M;256,0461538;1987-11-01;9999-10-01;2004-09-16;5366,711538;N;0.99813217
80303;28;1;S;BCR;PVE;M;384,6153846;1989-02-21;2014-01-01;2016-06-21;237,6130769;N;0.99990857
80304;51;10;D;PHD;STE;F;911,9;1993-01-01;2013-04-15;2007-02-09;7692,307692;N;0.9795793
80305;57;11;W;PRS;STE;F;242,9065385;1991-01-07;1986-11-24;2006-06-12;1900,044615;N;0.9992867
80306;46;11;M;HGH;PVE;M;633,1532308;1971-08-10;2010-11-01;2006-03-27;2307,692308;N;0.99962723
80307;64;11;M;HGH;RET;M;212,6621538;1958-07-01;9999-10-01;2006-05-09;3477,692308;N;0.9996872
80308;38;5;M;HGH;PVE;F;316,9230769;2007-11-22;2010-01-01;2012-06-14;308,9920769;N;0.9998485
80309;48;12;M;HGH;PVE;M;341,9384615;1975-06-01;1997-08-01;2005-04-13;3909,936769;N;0.9993031
80310;27;2;S;HGH;PVE;M;418,8;2013-05-01;2015-04-01;2015-03-24;1185,576923;N;0.999775
80311;36;8;S;BCR;STE;F;598,682;2010-01-01;2013-08-01;2009-05-22;4615,384615;N;0.99828136
80312;35;11;S;HGH;PVE;M;380,6076923;2000-03-10;2009-04-01;2005-07-26;6923,076923;N;0.98876894
80313;60;0;M;HGH;PVE;M;269,2307692;1970-10-01;2005-03-01;2016-10-08;270,5255385;N;0.99996114
80314;72;5;M;HGH;RET;M;212,5196923;2009-01-01;9999-10-01;2012-04-27;1580,769231;N;0.99866676
80315;40;4;M;HGH;PVE;M;233,3307692;1977-05-07;2012-10-01;2012-10-23;6153,846154;N;0.99899644
80316;37;9;S;BCR;PVE;M;382,8461538;1983-01-01;2007-11-01;2007-12-03;4615,384615;N;0.9973756
80317;38;9;S;HGH;STE;M;417,8103846;2005-01-21;2003-02-01;2007-10-08;5757,319538;N;0.98139805
80318;29;9;M;HGH;PVE;F;246,9230769;2010-01-01;2007-07-02;2007-08-06;5694,907923;N;0.9915941
80319;59;2;M;HGH;SFE;M;168,7538462;1958-10-08;9999-10-01;2014-12-10;2307,692308;N;0.9993666
80320;51;13;M;HGH;STE;F;347,4923077;1987-06-01;1985-10-04;2003-10-16;1314,633154;N;0.9997867
80321;35;0;M;BCR;PVE;F;307,6923077;2004-01-01;2014-07-01;2016-10-06;475,3846154;N;0.99998355
80322;50;4;M;HGH;STE;M;431,2366923;1991-11-17;2002-11-01;2013-03-29;2307,692308;N;0.9993412
80323;38;13;S;BCR;STE;F;401,2771538;1993-05-01;2008-11-10;2003-11-11;4615,384615;N;0.99865556
80324;58;0;M;HGH;RET;F;305,3846154;1985-06-01;2001-12-25;2016-10-07;233,7228462;N;0.9999559
80325;65;2;M;HGH;RET;F;279,2587692;2008-01-01;1999-11-09;2014-08-22;641,464;N;0.99986744
80326;39;11;M;HGH;PVE;F;448,3992308;1978-03-07;2013-11-01;2005-10-11;4615,384615;N;0.99905926
80327;33;6;M;BCR;STE;M;471,0692308;1992-06-01;2010-10-12;2010-10-14;3946,153846;N;0.99927884
80328;66;10;M;HGH;RET;F;188,8052308;1980-02-10;9999-10-01;2006-09-06;1817,884615;N;0.9997571
80329;62;10;M;HGH;RET;M;234,1863846;1987-08-15;9999-10-01;2006-07-07;2307,692308;N;0.9996749
80330;43;0;M;HGH;STE;F;284,6153846;1994-03-15;2000-09-21;2016-10-06;372,7807692;N;0.9999542
80331;70;3;M;HGH;RET;M;210,863;2000-01-01;9999-10-01;2013-08-16;2213,076923;N;0.9993948
80332;44;10;M;HGH;PVE;F;541,1793077;2009-10-13;2006-10-01;2006-10-02;538,4615385;N;0.9965591
80333;23;3;S;HGH;PVE;M;284,4414615;1994-08-05;2014-09-01;2013-11-18;4615,384615;N;0.99921715
80334;54;12;M;HGH;PVE;M;295,5230769;1994-04-10;2014-02-01;2004-10-14;1372,107692;N;0.99985564
80335;29;5;S;HGH;PVE;F;171,5301538;2009-12-23;2011-06-01;2012-05-28;2335,623692;N;0.99987864
80336;46;9;M;BCR;STE;F;558,1461538;2014-01-01;2008-10-15;2008-06-25;572,6782308;N;0.9994236
80337;62;12;M;HGH;RET;M;307,5584615;1975-08-15;9999-10-01;2004-11-18;1738,846154;N;0.99987173
80338;36;12;S;HGH;PVE;M;174,3589231;1981-07-02;2011-11-01;2005-03-14;1153,846154;N;0.99967706
80339;29;4;S;HGH;PVE;M;166,7076923;1988-02-20;2009-07-22;2012-11-01;1037,155;N;0.9998338
80340;67;0;M;HGH;RET;F;211,5027692;1975-12-05;9999-10-01;2016-10-03;0;N;0.99963474
80341;37;10;M;HGH;STE;F;304,2887692;1999-07-31;2004-03-01;2006-10-21;4829,085692;N;0.9890497
80342;66;5;M;HGH;RET;M;334,1738462;2004-09-27;9999-10-01;2011-07-25;5216,538462;N;0.99224913
80343;69;15;W;BCR;RET;F;326,8226154;2005-07-07;9999-10-01;2002-02-22;869,4230769;N;0.99957246
80344;46;11;M;HGH;STE;M;408,281;1996-05-20;2002-11-18;2006-02-27;2307,692308;N;0.99796945
80345;35;1;M;BCR;PVE;F;274,5923077;2014-01-01;2015-09-21;2016-02-09;2307,692308;N;0.99974185
80346;33;5;M;HGH;PVE;F;207;2010-01-01;2012-10-05;2011-11-04;2307,692308;N;0.9999174
80347;65;11;M;HGH;RET;M;200,9605385;1963-04-16;9999-10-01;2005-11-02;4189,038462;N;0.99935585
80348;39;11;M;BCR;STE;M;766,3384615;1978-07-11;2005-08-01;2005-10-11;2307,692308;N;0.9994999
80349;52;2;M;HGH;PVE;F;196,441;2005-03-01;2008-09-16;2014-12-19;161,5384615;N;0.999907
80350;66;11;M;HGH;RET;F;216,5367692;2008-10-21;9999-10-01;2005-07-11;238,0016154;N;0.9994331
80351;57;8;M;HGH;PVE;F;176,9230769;1998-01-01;2013-08-01;2008-12-23;1561,331154;N;0.99990296
80352;69;12;W;HGH;RET;F;716,7288462;2008-06-01;9999-10-01;2005-03-22;5370,663462;N;0.97310984
80353;59;4;W;HGH;RET;F;423,0769231;1986-01-01;2000-05-15;2013-06-20;261,3823077;N;0.99968505
80354;45;13;S;BCR;PVE;F;1922,676923;2001-07-13;2002-05-19;2003-07-10;2307,692308;N;0.998781
80355;43;10;M;HGH;PVE;F;230,7692308;1994-01-01;2016-09-01;2007-01-09;309,7447692;N;0.9997793
80356;37;10;D;BCR;PVE;F;231,1283846;2008-05-01;2008-09-20;2007-04-18;2307,692308;N;0.99913955
80357;41;13;M;HGH;PVE;M;661,8076923;2006-05-07;2016-01-01;2004-02-23;2307,692308;N;0.99976
80358;40;14;M;HGH;PVE;M;186,9230769;2012-02-01;2002-02-15;2003-03-14;632,3076923;N;0.9996443
80359;40;11;M;BCR;PVE;M;1992,530769;1996-10-01;2005-11-01;2005-12-08;15384,61538;N;0.7384529
80360;38;0;M;BCR;STE;F;382,2261538;2005-01-01;2008-10-24;2016-10-06;2307,692308;N;0.9999337
80361;70;15;M;HGH;RET;M;921,9923077;1980-01-01;9999-10-01;2001-10-19;790,3846154;N;0.99981815
80362;49;13;M;HGH;PVE;M;431,7230769;1968-06-26;2005-07-01;2004-05-27;801,6266923;N;0.9998324
80363;65;11;M;BCR;RET;M;331,9747692;2010-10-19;9999-10-01;2005-08-05;5366,711538;N;0.96178037
80364;54;11;M;HGH;PVE;F;451,0786154;1987-05-29;2006-06-07;2005-07-20;1632,847154;N;0.99943954
80365;33;0;M;HGH;STE;M;307,0338462;1984-07-07;2012-12-01;2016-09-15;2085,884615;N;0.9999291
80366;55;1;M;HGH;SFE;M;462,2307692;1986-01-01;2008-02-03;2015-12-21;2397,941154;N;0.99981266
80367;53;10;M;BCR;STE;F;309,4461538;2002-12-31;1986-07-09;2007-03-02;2475,295538;N;0.99697316
80368;29;7;S;BCR;PVE;F;461,6267692;1988-06-20;2015-02-01;2009-09-07;6616,986846;N;0.9958746
80369;60;0;M;HGH;STE;M;323,0769231;1970-10-15;2005-09-01;2016-10-06;237,6130769;N;0.9999665
80370;37;11;M;HGH;PVE;F;371,2012308;1980-11-10;2005-09-18;2005-08-08;1291,789769;N;0.9995352
80371;47;11;M;BCR;STE;M;458,0384615;1970-07-22;2003-04-14;2005-09-15;2307,692308;N;0.99968016
80372;50;12;M;HGH;STE;F;193,8507692;1984-04-10;1988-05-01;2005-05-23;2307,692308;N;0.9995196
80373;42;10;M;HGH;PVE;F;168,3584615;2000-01-01;2006-06-06;2006-12-01;2307,692308;N;0.99868673
80374;69;0;D;HGH;RET;F;187,1591538;2002-01-01;9999-10-01;2016-10-06;1699,326923;N;0.9996531
80375;62;0;M;BCR;RET;F;269,2307692;2006-10-10;2001-12-25;2016-10-07;396,0746154;N;0.9999722
80376;62;10;M;BCR;RET;M;471,9955385;1999-12-01;9999-10-01;2006-11-08;637,0520769;N;0.9992785
80377;27;2;S;HGH;PVE;M;194,6153846;2001-12-31;2014-02-01;2014-10-24;2307,692308;N;0.99993694
80378;63;13;W;HGH;RET;F;231,9630769;1986-06-01;9999-10-01;2004-01-08;382,2311538;N;0.99979836
80379;54;11;W;HGH;STE;M;220,8521538;1965-12-31;1987-03-02;2005-09-01;6538,461538;N;0.9955751
80380;45;3;M;HGH;PVE;M;366,6160769;2012-01-01;2015-05-12;2013-12-19;475,1153846;N;0.9999572
80381;37;10;M;HGH;PVE;M;527,7856923;1982-01-01;2006-10-01;2006-10-02;1153,846154;N;0.99941087
80382;30;9;S;HGH;PVE;F;605,3783077;2012-01-01;2010-01-01;2008-02-28;7692,307692;N;0.9715769
80383;57;0;M;HGH;STE;M;951,0938462;2005-05-01;1982-02-24;2016-10-06;790,3846154;N;0.9999101
80384;71;7;S;HGH;RET;M;213,6553846;1946-11-23;9999-10-01;2010-03-29;2213,076923;N;0.99977857
80385;29;7;S;HGH;PVE;M;502,8769231;2003-08-05;2009-11-01;2009-11-27;7449,587769;N;0.98320305
80386;46;11;M;HGH;STE;M;321,0473077;2003-06-01;1996-06-01;2005-07-08;3612,441615;N;0.99560213
80387;28;11;S;BCR;PVE;F;441,6346923;2013-01-01;2015-02-01;2006-03-29;961,5384615;N;0.99982953
80388;54;12;W;HGH;PVE;F;417,0230769;1970-07-01;1984-07-17;2005-07-01;2970,354615;N;0.9996376
80389;62;11;M;HGH;RET;F;319,7172308;1998-09-10;9999-10-01;2005-07-20;1998,284385;N;0.99940705
80390;59;2;W;HGH;STE;M;749,9824615;1989-05-01;1989-06-26;2014-08-28;7692,307692;N;0.9957955
80391;61;3;M;HGH;RET;F;154,3569231;2004-12-12;9999-10-01;2014-02-17;1185,576923;N;0.99982005
80392;67;13;M;BCR;RET;M;283,4520769;2005-04-22;9999-10-01;2004-03-16;1975,961538;N;0.999119
80393;60;3;M;MAS;RET;M;628,9213077;2003-01-01;9999-10-01;2013-08-27;5680,764923;N;0.9963247
80394;48;0;M;PRS;PVE;F;333,9282308;1994-03-20;2015-06-22;2016-10-06;4615,384615;N;0.99315333
80395;46;1;M;HGH;STE;F;309,0153846;2015-01-01;1990-06-26;2016-05-30;0;N;0.99969614
80396;55;15;M;HGH;PVE;F;767,6354615;1984-05-13;2002-04-16;2002-04-22;4769,230769;N;0.9985316
80397;53;2;M;HGH;STE;M;296,2153846;1964-10-18;1995-06-01;2015-06-06;1402,275308;N;0.9999273
80398;28;1;M;PRS;PVE;M;327,9767692;2014-01-01;2016-04-01;2016-06-02;2307,692308;N;0.99955946
80399;46;0;M;HGH;PVE;F;189,1769231;1991-09-04;9999-10-01;2016-10-04;4615,384615;N;0.99422187
80400;63;13;M;BCR;STE;M;1453,092308;2004-07-30;2011-09-16;2004-06-05;4615,384615;N;0.99588263
80401;48;11;M;PRS;PVE;F;192,3076923;2012-12-31;2015-07-06;2005-08-08;2307,692308;N;0.9999256
80402;69;0;S;HGH;RET;F;223,8076923;1948-07-16;9999-10-01;2016-10-06;4939,903846;N;0.9834831
80403;57;11;S;BCR;STE;F;682,3128462;2004-01-01;2006-05-08;2006-03-22;2307,692308;N;0.9967602
80404;47;2;M;HGH;PVE;M;306,9384615;1986-01-01;2014-10-16;2014-10-10;2307,692308;N;0.9999628
80405;63;11;M;BCR;RET;F;156,2719231;1986-01-01;9999-10-01;2005-11-07;3025,592308;N;0.99933213
80406;47;11;M;HGH;PVE;F;230,7692308;1983-04-11;2014-01-01;2005-12-06;2307,692308;N;0.9998734
80407;65;11;M;BCR;STE;F;420,5427692;1980-01-01;1997-06-18;2005-10-04;1756,276231;N;0.99970394
80408;62;12;M;HGH;RET;M;205,7157692;1987-01-01;9999-10-01;2005-03-16;2307,692308;N;0.9996985
80409;25;1;M;HGH;PVE;M;212,0507692;1992-02-28;2011-09-01;2016-06-10;390,9800769;N;0.9999306
80410;41;0;M;HGH;STE;M;315,3846154;2008-01-01;2003-01-01;2016-10-06;348,5361538;N;0.9999676
80411;52;0;M;HGH;STE;M;768,1384615;1965-10-23;9999-10-01;2016-10-12;2307,692308;N;0.9999311
80412;40;13;M;BCR;PVE;M;221,8296923;1977-04-28;2002-04-01;2003-11-18;4276,806846;N;0.99927956
80413;29;1;S;PRS;PVE;M;344,3923077;1988-06-10;2009-10-01;2016-02-23;169,0769231;N;0.9998696
80414;47;0;S;HGH;RET;F;219,2307692;2012-10-01;2001-12-28;2016-10-10;475,3846154;N;0.9999664
80415;55;12;M;HGH;STE;M;446,1538462;9999-10-01;9999-10-01;2005-05-20;158,4615385;N;0.9996816
80416;69;12;M;HGH;RET;M;310,7116923;1971-01-01;9999-10-01;2005-06-28;1580,769231;N;0.9998491
80417;27;1;S;HGH;PVE;M;269,2384615;1990-01-11;2015-08-20;2015-08-27;480,9760769;N;0.9999614
80418;47;12;M;HGH;SFE;F;232,8723077;1996-12-22;2007-04-09;2004-12-28;4005,367154;N;0.9977671
80419;45;0;D;BCR;PVE;F;204,7692308;1993-01-01;2008-01-01;2016-10-14;2307,692308;N;0.9998517
80420;63;11;S;HGH;STE;M;350,5769231;1974-05-01;1976-01-04;2005-11-03;154,4207692;N;0.99972075
80421;67;9;W;HGH;RET;F;271,1646154;1980-09-01;9999-10-01;2007-08-23;2805,865385;N;0.9994592
80422;59;13;M;BCR;STE;M;813,3461538;1989-05-01;1983-06-01;2003-10-01;2307,692308;N;0.9997173
80423;34;9;M;BCR;PVE;F;1158,215385;2012-01-01;2016-01-01;2008-06-26;13846,15385;N;0.92273206
80424;51;6;M;BCR;PVE;F;553,8461538;2010-03-01;2004-02-01;2011-04-20;277,2997692;N;0.99621826
80425;55;12;M;BCR;PVE;M;476,9230769;2006-10-01;2007-02-01;2005-05-16;709,7492308;N;0.9986314
80426;26;2;S;HGH;PVE;M;263,4856154;1991-04-29;2014-04-01;2014-10-06;2134,038462;N;0.99992037
80427;59;0;M;HGH;STE;F;172,2192308;2010-01-01;2006-01-01;2016-10-12;1035,602154;N;0.99994016
80428;39;1;M;HGH;PVE;M;238,4615385;2010-02-24;2015-11-01;2015-11-25;453;N;0.9999833
80429;66;9;S;HGH;RET;F;203,7733077;2008-06-01;9999-10-01;2008-05-20;4110;N;0.9885926
80430;66;7;M;HGH;RET;M;309,0124615;1986-06-22;9999-10-01;2009-09-15;796,315;N;0.99983215
80431;41;11;M;BCR;STE;F;273,1461538;1997-06-01;2002-12-16;2005-09-19;2900,711538;N;0.99715257
80432;32;0;M;BCR;PVE;F;1049,320077;2006-07-16;9999-10-01;2016-10-10;3076,923077;N;0.99952877
80433;31;4;S;HGH;PVE;M;227,5;1988-06-01;2012-02-01;2013-05-14;2307,692308;N;0.9998934
80434;43;11;M;HGH;PVE;M;333,3307692;1974-06-09;2015-06-08;2006-05-29;2307,692308;N;0.9998356
80435;42;3;M;HGH;PVE;F;176,9230769;2005-06-01;9999-10-01;2014-03-27;456,9476154;N;0.9998247
80436;40;6;M;HGH;PVE;M;1352,715385;2000-10-01;2003-10-04;2011-06-02;8461,538462;N;0.95861214
80437;32;12;S;HGH;PVE;F;291,2187692;1996-01-01;2004-12-15;2004-12-14;7055,197846;N;0.9710118
80438;29;4;M;HGH;PVE;M;230,7692308;2013-01-01;2014-01-06;2012-12-21;934,9848462;N;0.9999131
80439;63;10;M;HGH;RET;F;146,1103077;1999-01-01;9999-10-01;2006-11-04;2371,153846;N;0.99938655
80440;47;6;M;HGH;STE;M;553,8461538;2008-02-01;1991-09-15;2010-12-14;295,1346154;N;0.9957189
80441;44;4;M;HGH;STE;M;674,9384615;2010-07-01;1995-05-15;2012-12-17;969,4907692;N;0.99758196
80442;57;9;S;HGH;STE;F;390,5153846;2007-12-25;2011-05-16;2008-06-23;2307,692308;N;0.9991798
80443;50;0;D;HGH;STE;F;191,9230769;2010-02-02;1988-12-05;2016-10-11;1538,461538;N;0.9998797
80444;34;0;S;HGH;PVE;M;171,6923077;1997-01-01;2016-04-04;2016-10-10;565,158;N;0.9999906
80445;55;11;D;BCR;STE;M;445,4753846;1983-05-01;2010-12-15;2005-08-30;2307,692308;N;0.9996773
80446;51;12;M;HGH;STE;M;565,2157692;1969-01-01;1991-07-01;2005-05-12;6799,89;N;0.99861133
80447;73;0;M;HGH;RET;M;155,77;1944-08-10;9999-10-01;2016-10-10;1185,576923;N;0.9996847
80448;62;7;W;HGH;RET;F;162,6418462;2014-01-01;9999-10-01;2010-03-02;4347,115385;N;0.9773393
80449;34;2;M;HGH;PVE;M;285,5538462;1983-11-26;2014-04-11;2015-04-06;3452,007077;N;0.99992037
80450;25;4;S;HGH;PVE;M;225,7521538;1992-08-18;2013-05-20;2013-06-13;2804,550692;N;0.9998455
80451;63;9;W;HGH;RET;F;212,0538462;1980-12-31;9999-10-01;2007-11-16;2371,153846;N;0.9996238
80452;69;11;M;BCR;RET;M;383,8200769;1975-01-01;9999-10-01;2006-05-26;4505,192308;N;0.99897194
80453;50;13;D;BCR;PVE;M;278,5433846;1974-08-17;2014-11-15;2004-06-14;2493,548385;N;0.9998617
80454;58;11;D;BCR;PVE;F;2090,092308;2006-09-01;2006-03-01;2006-06-22;2307,692308;N;0.995523
80455;51;12;M;BCR;PVE;M;196,4166923;1966-12-13;2014-05-01;2005-04-28;2428,336769;N;0.9999391
80456;60;0;M;HGH;PVE;M;213,8559231;1957-07-22;2013-06-06;2016-09-30;4615,384615;N;0.98549706
80457;49;12;D;HGH;STE;M;439,2076923;2011-03-01;1996-12-01;2005-06-27;2307,692308;N;0.99766904
80458;45;2;M;HGH;PVE;F;185,8452308;2000-01-01;2015-03-01;2014-11-13;2307,692308;N;0.99998474
80459;22;0;S;HGH;PVE;M;253,8461538;2015-02-24;2016-02-01;2016-10-13;276,2776923;N;0.9996803
80460;67;1;W;HGH;RET;F;226,182;1965-01-01;9999-10-01;2015-10-15;1192,236154;N;0.9997869
80461;51;3;M;HGH;STE;F;550,9923077;1980-01-01;1995-05-12;2013-11-23;2307,692308;N;0.99959534
80462;54;6;D;HGH;STE;F;311,1384615;1972-08-18;1995-08-22;2010-07-29;1076,923077;N;0.9997532
80463;24;2;M;BCR;PVE;F;261,5384615;2014-09-10;2013-02-01;2014-08-18;322,6752308;N;0.9998969
80464;68;4;M;HGH;RET;M;166,9851538;1978-08-01;9999-10-01;2012-10-31;1833,692308;N;0.999574
80465;59;5;M;HGH;PVE;M;227,1692308;1958-08-02;2008-08-24;2012-06-08;6500;N;0.997881
